,Airline,Source,Destination,Total_Stops,Additional_Info,Price,day_of_journey,month_of_journey,year_of_journey,Arrival_Hour,Arrival_Min,Dep_Hour,Dep_Min,Duration_Total_Mins
9114,Jet Airways,Mumbai,Hyderabad,0,No info,5678,12,5,2019,11,50,10,20,90
9115,SpiceJet,Kolkata,Banglore,1,No info,7804,15,5,2019,21,25,15,55,330
9116,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,27,6,2019,19,0,15,0,1680
9117,Jet Airways,Banglore,Delhi,0,In-flight meal not included,5198,18,5,2019,22,50,19,50,180
9118,IndiGo,Mumbai,Hyderabad,0,No info,4049,3,5,2019,7,55,6,25,90
9119,Air Asia,Banglore,Delhi,0,No info,3383,15,6,2019,13,55,11,10,165
9120,Air India,Delhi,Cochin,1,No info,7174,27,5,2019,23,0,17,40,320
9121,Air India,Delhi,Cochin,1,No info,8907,15,5,2019,23,0,20,30,1590
9122,Jet Airways,Delhi,Cochin,2,No info,13014,1,6,2019,12,35,9,40,1615
9123,Jet Airways,Kolkata,Banglore,1,No info,13584,6,5,2019,8,15,21,10,665
9124,Air Asia,Kolkata,Banglore,0,No info,4107,15,5,2019,1,20,22,50,150
9125,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,2071,15,3,2019,4,25,2,55,90
9126,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,9,5,2019,4,25,20,55,450
9127,Air India,Banglore,New Delhi,2,No info,13303,12,3,2019,13,55,8,50,1745
9128,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8529,12,6,2019,10,5,16,30,1055
9129,Jet Airways,Kolkata,Banglore,1,No info,14571,6,6,2019,19,50,18,55,1495
9130,Jet Airways,Delhi,Cochin,2,No info,15129,27,5,2019,4,25,23,5,1760
9131,Jet Airways,Banglore,Delhi,0,No info,8016,9,6,2019,11,20,8,20,180
9132,IndiGo,Kolkata,Banglore,0,No info,4804,6,6,2019,0,5,21,25,160
9133,Air India,Banglore,New Delhi,1,No info,5118,9,3,2019,12,15,6,50,325
9134,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,18,5,2019,8,15,8,25,1430
9135,Air India,Kolkata,Banglore,2,No info,12723,9,6,2019,12,30,5,50,1840
9136,GoAir,Banglore,Delhi,0,No info,3419,12,5,2019,23,40,20,55,165
9137,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,12,3,2019,10,45,22,55,710
9138,IndiGo,Kolkata,Banglore,0,No info,4174,12,4,2019,0,50,22,15,155
9139,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,9,6,2019,4,25,8,0,1225
9140,Jet Airways,Delhi,Cochin,2,No info,12609,15,6,2019,12,35,9,35,1620
9141,Vistara,Banglore,Delhi,0,No info,4668,3,6,2019,9,40,7,0,160
9142,SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965,24,5,2019,0,15,22,45,90
9143,IndiGo,Mumbai,Hyderabad,0,No info,4049,1,6,2019,7,55,6,25,90
9144,Air India,Kolkata,Banglore,0,No info,5195,12,4,2019,16,45,14,15,150
9145,IndiGo,Kolkata,Banglore,0,No info,4804,18,5,2019,22,55,20,20,155
9146,IndiGo,Banglore,New Delhi,0,No info,7648,3,3,2019,15,50,13,0,170
9147,IndiGo,Chennai,Kolkata,0,No info,3850,3,5,2019,10,15,7,55,140
9148,Air India,Banglore,Delhi,0,No info,6121,15,4,2019,12,45,10,0,165
9149,IndiGo,Chennai,Kolkata,0,No info,3540,18,6,2019,7,40,5,15,145
9150,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,9134,15,3,2019,11,25,5,45,340
9151,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,6,6,2019,22,35,18,55,1660
9152,IndiGo,Chennai,Kolkata,0,No info,5277,3,6,2019,0,25,22,5,140
9153,IndiGo,Delhi,Cochin,1,No info,5073,6,4,2019,21,0,16,0,300
9154,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,24,6,2019,9,30,6,55,155
9155,Multiple carriers,Delhi,Cochin,1,No info,10877,3,6,2019,19,0,7,30,690
9156,Jet Airways,Delhi,Cochin,1,In-flight meal not included,5406,27,3,2019,19,45,17,30,1575
9157,Jet Airways,Kolkata,Banglore,1,No info,14151,9,6,2019,9,45,17,0,1005
9158,Jet Airways,Delhi,Cochin,2,No info,14237,3,6,2019,12,35,18,25,1090
9159,IndiGo,Mumbai,Hyderabad,0,No info,2754,24,6,2019,3,10,1,40,90
9160,Air India,Kolkata,Banglore,1,No info,11306,18,5,2019,20,25,7,0,805
9161,Air Asia,Kolkata,Banglore,1,No info,5192,1,5,2019,10,40,22,40,720
9162,Vistara,Chennai,Kolkata,0,No info,3687,12,6,2019,9,20,7,5,135
9163,Multiple carriers,Delhi,Cochin,1,No info,12192,3,6,2019,19,0,3,50,910
9164,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,27,5,2019,19,0,13,0,360
9165,Jet Airways,Delhi,Cochin,1,No info,14924,9,6,2019,19,0,19,45,1395
9166,SpiceJet,Kolkata,Banglore,1,No info,8479,24,5,2019,18,50,11,35,435
9167,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,6943,27,5,2019,1,30,14,0,690
9168,Multiple carriers,Delhi,Cochin,1,No info,7354,27,6,2019,19,15,6,40,755
9169,Multiple carriers,Delhi,Cochin,1,No info,12192,6,6,2019,19,0,9,0,600
9170,IndiGo,Banglore,Delhi,0,No info,3943,3,5,2019,0,15,21,15,180
9171,Jet Airways,Delhi,Cochin,2,No info,15129,6,5,2019,19,0,19,10,1430
9172,Vistara,Banglore,Delhi,0,No info,5403,9,4,2019,9,40,7,0,160
9173,Jet Airways,Delhi,Cochin,2,No info,13882,27,6,2019,4,25,9,25,1140
9174,Jet Airways,Mumbai,Hyderabad,0,No info,5678,21,3,2019,21,5,19,35,90
9175,Vistara,Banglore,Delhi,0,No info,5403,27,4,2019,14,20,11,30,170
9176,Vistara,Banglore,Delhi,0,No info,4878,27,6,2019,23,50,21,0,170
9177,IndiGo,Delhi,Cochin,2,No info,6494,27,3,2019,21,20,6,40,880
9178,IndiGo,Banglore,New Delhi,0,No info,4777,24,3,2019,4,15,1,30,165
9179,Air India,Mumbai,Hyderabad,0,No info,3625,6,6,2019,15,25,13,55,90
9180,Air India,Kolkata,Banglore,2,No info,9258,1,4,2019,18,30,12,0,1830
9181,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,6,6,2019,19,0,13,0,360
9182,Air India,Banglore,New Delhi,4,Change airports,17686,1,3,2019,11,20,5,50,1770
9183,IndiGo,Kolkata,Banglore,0,No info,4174,3,4,2019,17,45,15,15,150
9184,Multiple carriers,Delhi,Cochin,1,No info,7485,21,5,2019,1,30,10,20,910
9185,Air India,Kolkata,Banglore,2,No info,11222,18,5,2019,11,10,8,20,1610
9186,Jet Airways,Kolkata,Banglore,1,No info,12121,1,5,2019,21,5,17,0,1685
9187,Air India,Kolkata,Banglore,2,No info,10697,21,5,2019,18,30,8,20,610
9188,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,9,5,2019,19,0,11,30,450
9189,SpiceJet,Kolkata,Banglore,1,No info,6381,21,5,2019,17,15,8,35,520
9190,Jet Airways,Delhi,Cochin,2,No info,17072,6,3,2019,4,25,17,55,2070
9191,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,9,6,2019,12,35,9,40,1615
9192,IndiGo,Banglore,Delhi,0,No info,4823,24,5,2019,21,20,18,25,175
9193,Air India,Delhi,Cochin,1,No info,27282,3,3,2019,23,0,9,45,795
9194,IndiGo,Mumbai,Hyderabad,0,No info,2227,12,6,2019,21,40,20,5,95
9195,IndiGo,Banglore,New Delhi,0,No info,4545,9,3,2019,3,25,0,40,165
9196,IndiGo,Kolkata,Banglore,0,No info,4148,21,3,2019,19,55,17,15,160
9197,IndiGo,Kolkata,Banglore,0,No info,4148,12,3,2019,17,45,15,10,155
9198,Air India,Banglore,New Delhi,2,No info,7642,21,3,2019,11,20,8,15,1625
9199,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,3,6,2019,12,35,16,0,1235
9200,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4030,24,5,2019,11,20,8,20,180
9201,IndiGo,Delhi,Cochin,0,No info,5000,27,6,2019,17,40,14,25,195
9202,SpiceJet,Delhi,Cochin,1,No info,5264,9,6,2019,13,15,8,45,270
9203,Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,1,6,2019,22,0,18,55,185
9204,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10577,3,6,2019,19,0,8,0,660
9205,Air India,Kolkata,Banglore,2,No info,12723,24,5,2019,8,55,5,50,1625
9206,Jet Airways,Delhi,Cochin,1,No info,14714,1,6,2019,4,25,21,50,395
9207,Jet Airways,Delhi,Cochin,1,In-flight meal not included,7438,21,3,2019,4,25,2,15,1570
9208,Air India,Kolkata,Banglore,1,No info,10203,15,5,2019,20,25,20,30,1435
9209,Air Asia,Kolkata,Banglore,0,No info,3782,27,3,2019,1,20,22,50,150
9210,Jet Airways,Delhi,Cochin,2,No info,13014,12,6,2019,19,0,5,30,810
9211,Multiple carriers,Delhi,Cochin,1,No info,8073,15,5,2019,1,30,19,0,390
9212,IndiGo,Kolkata,Banglore,0,No info,4804,9,5,2019,18,5,15,30,155
9213,IndiGo,Kolkata,Banglore,1,No info,4864,9,5,2019,12,40,7,10,330
9214,Multiple carriers,Delhi,Cochin,1,No info,15135,6,3,2019,18,50,6,40,730
9215,Air India,Kolkata,Banglore,1,No info,8366,6,6,2019,11,10,16,50,1100
9216,Jet Airways,Delhi,Cochin,2,No info,13292,9,6,2019,4,25,5,30,1375
9217,Air India,Banglore,Delhi,0,No info,7171,15,6,2019,19,45,17,0,165
9218,Jet Airways,Kolkata,Banglore,1,No info,12121,6,5,2019,21,5,9,35,690
9219,Air India,Delhi,Cochin,2,No info,11753,12,6,2019,19,15,10,55,500
9220,IndiGo,Banglore,New Delhi,1,No Info,8064,1,3,2019,10,0,5,15,285
9221,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,6,6,2019,19,0,15,0,1680
9222,IndiGo,Chennai,Kolkata,0,No info,5277,3,5,2019,0,25,22,5,140
9223,Jet Airways,Banglore,Delhi,0,No info,8016,9,6,2019,20,45,17,45,180
9224,Air India,Mumbai,Hyderabad,2,No info,11342,12,3,2019,14,50,5,30,560
9225,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7594,12,6,2019,4,40,6,30,1330
9226,Air Asia,Banglore,Delhi,0,No info,4483,3,6,2019,13,55,11,10,165
9227,Jet Airways,Delhi,Cochin,2,No info,16263,18,5,2019,4,25,20,0,505
9228,Air India,Kolkata,Banglore,2,No info,13243,12,5,2019,1,20,10,0,920
9229,Jet Airways,Banglore,Delhi,0,In-flight meal not included,6478,12,6,2019,8,45,6,0,165
9230,Jet Airways,Delhi,Cochin,1,No info,15764,6,3,2019,4,25,23,5,320
9231,Air India,Kolkata,Banglore,2,No info,4647,3,4,2019,4,40,9,10,1170
9232,Jet Airways,Banglore,Delhi,0,No info,8016,3,6,2019,22,50,19,50,180
9233,Air India,Kolkata,Banglore,0,No info,4145,12,6,2019,23,20,20,45,155
9234,Multiple carriers,Delhi,Cochin,1,No info,8055,27,3,2019,21,0,7,30,810
9235,Air India,Delhi,Cochin,2,No info,12409,18,5,2019,19,15,17,15,1560
9236,IndiGo,Kolkata,Banglore,0,No info,6038,24,3,2019,12,20,9,35,165
9237,Air Asia,Kolkata,Banglore,0,No info,4107,21,5,2019,1,20,22,50,150
9238,Air India,Delhi,Cochin,2,No info,11911,21,5,2019,7,40,5,55,1545
9239,Jet Airways,Banglore,New Delhi,1,No info,25735,1,3,2019,23,0,22,50,1450
9240,Air India,Kolkata,Banglore,2,No info,11458,6,6,2019,1,20,9,25,955
9241,Air Asia,Delhi,Cochin,1,No info,6152,24,4,2019,22,25,16,45,340
9242,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,9,6,2019,23,35,21,10,1585
9243,Vistara,Chennai,Kolkata,0,No info,11982,24,5,2019,20,5,17,45,140
9244,Jet Airways,Kolkata,Banglore,1,No info,13941,9,5,2019,16,20,6,30,590
9245,IndiGo,Delhi,Cochin,1,No info,6938,27,3,2019,22,20,14,20,480
9246,Jet Airways,Delhi,Cochin,2,No info,15339,27,6,2019,19,0,13,25,1775
9247,Jet Airways,Delhi,Cochin,2,No info,20064,3,3,2019,18,50,5,25,2245
9248,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,6093,15,6,2019,22,30,14,55,455
9249,Multiple carriers Premium economy,Delhi,Cochin,1,No info,10885,21,3,2019,1,35,19,0,395
9250,Air India,Delhi,Cochin,1,No info,8907,1,6,2019,23,0,13,30,570
9251,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,6,5,2019,20,45,6,30,855
9252,IndiGo,Delhi,Cochin,1,No info,7160,27,4,2019,12,10,5,5,425
9253,Multiple carriers Premium economy,Delhi,Cochin,1,No info,11269,21,3,2019,15,30,7,30,480
9254,Jet Airways,Mumbai,Hyderabad,0,No info,5678,1,4,2019,21,5,19,35,90
9255,Jet Airways,Mumbai,Hyderabad,0,No info,5678,27,5,2019,4,20,2,55,85
9256,Air India,Delhi,Cochin,1,No info,8907,6,6,2019,23,0,9,45,795
9257,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,3210,27,6,2019,4,20,2,55,85
9258,Air India,Banglore,Delhi,0,No info,6961,15,5,2019,8,55,6,10,165
9259,Jet Airways,Banglore,New Delhi,1,No info,14815,6,3,2019,8,15,14,5,1090
9260,Jet Airways,Kolkata,Banglore,1,No info,11467,6,5,2019,22,5,20,25,1540
9261,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10919,15,6,2019,12,35,14,35,1320
9262,GoAir,Delhi,Cochin,1,No info,9069,3,6,2019,19,35,14,25,310
9263,SpiceJet,Kolkata,Banglore,1,No info,4649,1,5,2019,20,20,15,5,315
9264,IndiGo,Banglore,Delhi,0,No info,4823,3,6,2019,21,20,18,25,175
9265,Air India,Kolkata,Banglore,1,No info,6528,21,5,2019,14,35,14,35,1440
9266,Jet Airways,Banglore,New Delhi,1,No info,22270,6,3,2019,12,25,5,45,400
9267,Jet Airways,Delhi,Cochin,2,In-flight meal not included,15654,9,3,2019,4,25,10,45,1060
9268,Vistara,Kolkata,Banglore,1,No info,7770,1,4,2019,22,55,20,20,1595
9269,IndiGo,Kolkata,Banglore,0,No info,4804,3,5,2019,7,15,4,40,155
9270,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,15,6,2019,12,35,19,30,1025
9271,IndiGo,Delhi,Cochin,0,No info,7673,3,3,2019,0,20,21,5,195
9272,IndiGo,Delhi,Cochin,0,No info,6015,21,4,2019,8,50,5,35,195
9273,IndiGo,Kolkata,Banglore,0,No info,4804,24,4,2019,14,5,11,30,155
9274,Jet Airways,Kolkata,Banglore,1,No info,13941,15,5,2019,8,15,20,0,735
9275,Air Asia,Kolkata,Banglore,1,No info,5162,9,5,2019,23,30,19,55,215
9276,Air India,Banglore,New Delhi,1,No info,10657,9,3,2019,22,45,11,5,700
9277,Jet Airways,Kolkata,Banglore,1,No info,14781,9,5,2019,23,35,16,30,425
9278,IndiGo,Mumbai,Hyderabad,0,No info,2754,3,4,2019,20,35,19,5,90
9279,Air India,Banglore,New Delhi,2,No info,11474,12,3,2019,22,55,6,50,965
9280,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7757,18,5,2019,8,15,18,55,800
9281,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,2228,3,4,2019,4,20,2,55,85
9282,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,10405,15,3,2019,8,15,8,0,1455
9283,GoAir,Banglore,Delhi,0,No info,3419,27,6,2019,10,40,7,45,175
9284,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,9,6,2019,12,35,17,30,1145
9285,Air India,Mumbai,Hyderabad,0,No info,3100,9,6,2019,15,25,13,55,90
9286,Jet Airways,Delhi,Cochin,1,In-flight meal not included,11848,9,3,2019,4,25,2,15,1570
9287,Air India,Delhi,Cochin,1,No info,5683,9,4,2019,8,15,20,30,705
9288,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,9,5,2019,12,0,8,25,1655
9289,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,24,4,2019,22,50,19,50,180
9290,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4050,27,5,2019,4,20,2,55,85
9291,Vistara,Kolkata,Banglore,1,No info,9187,9,5,2019,9,5,20,20,765
9292,Vistara,Kolkata,Banglore,1,No info,8452,1,4,2019,20,20,20,20,1440
9293,Air India,Kolkata,Banglore,2,No info,11668,18,5,2019,1,20,9,25,955
9294,Air India,Delhi,Cochin,2,No info,13381,9,6,2019,19,15,14,25,1730
9295,Multiple carriers,Delhi,Cochin,1,No info,8073,18,5,2019,21,0,7,0,840
9296,Air Asia,Kolkata,Banglore,0,No info,5620,1,3,2019,12,55,10,20,155
9297,Jet Airways,Kolkata,Banglore,1,No info,12739,12,6,2019,4,40,14,5,875
9298,Air Asia,Kolkata,Banglore,0,No info,5989,3,5,2019,22,25,19,55,150
9299,Air India,Kolkata,Banglore,1,No info,8891,21,5,2019,7,55,9,25,1350
9300,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,27,4,2019,22,50,19,50,180
9301,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,6,6,2019,19,0,16,0,1620
9302,Vistara,Kolkata,Banglore,1,No info,9345,21,5,2019,20,20,17,0,1640
9303,Vistara,Banglore,New Delhi,0,No info,21730,1,3,2019,22,20,19,40,160
9304,IndiGo,Delhi,Cochin,1,No info,6838,15,6,2019,21,0,9,15,705
9305,Air India,Mumbai,Hyderabad,1,No info,10943,12,3,2019,19,25,21,0,1345
9306,IndiGo,Banglore,Delhi,0,No info,3943,18,6,2019,6,50,4,0,170
9307,SpiceJet,Banglore,Delhi,0,No check-in baggage included,3573,18,6,2019,8,35,5,55,160
9308,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,15,5,2019,11,25,9,0,145
9309,Multiple carriers,Delhi,Cochin,1,No info,9646,21,5,2019,18,10,9,45,505
9310,Air India,Delhi,Cochin,0,No info,4729,18,3,2019,21,10,18,5,185
9311,Jet Airways,Banglore,New Delhi,1,No info,17261,6,3,2019,9,30,22,50,640
9312,Jet Airways,Kolkata,Banglore,1,No info,13941,1,5,2019,10,5,14,5,1200
9313,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,21,5,2019,12,0,21,10,890
9314,Jet Airways,Kolkata,Banglore,1,No info,14231,24,3,2019,16,20,18,55,1285
9315,Jet Airways,Delhi,Cochin,1,No info,14714,12,6,2019,19,0,13,0,360
9316,SpiceJet,Delhi,Cochin,1,No info,6460,21,3,2019,13,15,8,45,270
9317,Jet Airways,Kolkata,Banglore,1,No info,11467,1,5,2019,23,35,20,25,1630
9318,IndiGo,Banglore,Delhi,0,No info,3943,3,5,2019,3,25,0,30,175
9319,IndiGo,Kolkata,Banglore,1,No info,4775,15,4,2019,20,5,15,15,290
9320,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,6,4,2019,11,25,9,0,145
9321,Jet Airways,Banglore,New Delhi,1,No info,12284,18,3,2019,7,40,11,40,1200
9322,IndiGo,Kolkata,Banglore,0,No info,4804,9,6,2019,19,50,17,15,155
9323,Jet Airways,Delhi,Cochin,2,No info,12819,24,6,2019,12,35,13,25,1390
9324,Jet Airways,Delhi,Cochin,1,No info,14714,3,6,2019,4,25,18,15,610
9325,Jet Airways,Mumbai,Hyderabad,0,No info,8040,27,5,2019,11,50,10,20,90
9326,Multiple carriers,Delhi,Cochin,2,No info,16840,15,5,2019,1,30,15,5,625
9327,Jet Airways,Delhi,Cochin,1,No info,15554,6,5,2019,4,25,22,50,335
9328,GoAir,Delhi,Cochin,1,No info,5752,15,4,2019,19,35,10,35,540
9329,Vistara,Kolkata,Banglore,1,No info,8452,9,5,2019,10,45,17,0,1065
9330,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,11761,27,5,2019,19,15,8,0,675
9331,Multiple carriers,Delhi,Cochin,1,No info,14848,27,6,2019,19,15,13,0,375
9332,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,3,6,2019,19,0,5,30,810
9333,Air India,Delhi,Cochin,2,No info,9863,18,5,2019,19,15,16,40,1595
9334,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,27,6,2019,19,0,10,0,540
9335,Vistara,Banglore,Delhi,0,No info,4668,6,6,2019,9,40,7,0,160
9336,Multiple carriers,Delhi,Cochin,1,No info,9103,15,5,2019,19,0,11,25,455
9337,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,12,6,2019,12,35,21,50,885
9338,GoAir,Delhi,Cochin,1,No info,4525,27,6,2019,13,35,7,25,370
9339,Air India,Banglore,Delhi,0,No info,5228,27,4,2019,12,45,10,0,165
9340,Jet Airways,Banglore,New Delhi,1,No info,19225,6,3,2019,5,5,21,25,460
9341,Jet Airways,Mumbai,Hyderabad,0,No info,8040,9,5,2019,11,50,10,20,90
9342,Jet Airways,Delhi,Cochin,1,In-flight meal not included,7438,21,3,2019,4,25,14,0,865
9343,Multiple carriers,Delhi,Cochin,1,No info,13135,6,3,2019,15,30,4,0,690
9344,IndiGo,Delhi,Cochin,0,No info,6015,9,5,2019,17,40,14,25,195
9345,Multiple carriers,Delhi,Cochin,1,No info,8283,18,5,2019,1,30,17,0,510
9346,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,9,6,2019,10,35,8,20,135
9347,IndiGo,Kolkata,Banglore,0,No info,4148,27,3,2019,12,55,10,10,165
9348,GoAir,Banglore,New Delhi,1,No info,7657,15,3,2019,20,15,15,45,270
9349,IndiGo,Kolkata,Banglore,1,No info,5276,12,5,2019,23,15,19,35,220
9350,Jet Airways,Kolkata,Banglore,1,No info,14151,15,5,2019,23,35,9,35,840
9351,Jet Airways,Mumbai,Hyderabad,0,No info,8040,21,6,2019,11,50,10,20,90
9352,IndiGo,Delhi,Cochin,2,No info,8378,9,3,2019,21,20,11,55,565
9353,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,9,6,2019,12,0,9,45,135
9354,IndiGo,Banglore,Delhi,0,No info,4823,12,6,2019,21,50,18,55,175
9355,Jet Airways,Kolkata,Banglore,1,No info,14388,15,5,2019,8,15,18,55,800
9356,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,9,6,2019,20,5,17,45,140
9357,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,12,5,2019,20,45,14,5,400
9358,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,9,6,2019,18,15,6,30,705
9359,SpiceJet,Delhi,Cochin,1,No info,4957,12,6,2019,22,50,17,55,295
9360,IndiGo,Delhi,Cochin,1,No info,6442,15,5,2019,16,10,7,35,515
9361,Air India,Delhi,Cochin,1,No info,7480,15,5,2019,9,25,17,20,965
9362,IndiGo,Delhi,Cochin,1,No info,5073,1,4,2019,1,30,20,25,305
9363,Jet Airways,Kolkata,Banglore,1,No info,14781,9,5,2019,22,35,16,30,365
9364,Multiple carriers,Delhi,Cochin,1,No info,9646,3,6,2019,16,10,9,45,385
9365,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7851,1,4,2019,16,20,6,30,590
9366,SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,2175,24,3,2019,7,5,5,45,80
9367,Air India,Kolkata,Banglore,2,No info,14424,9,5,2019,5,25,10,0,1165
9368,Jet Airways,Delhi,Cochin,2,No info,13014,12,6,2019,19,0,9,40,560
9369,Jet Airways,Delhi,Cochin,1,In-flight meal not included,5177,6,4,2019,19,0,2,15,1005
9370,Multiple carriers,Delhi,Cochin,1,No info,15135,3,3,2019,18,50,10,45,485
9371,Air India,Banglore,Delhi,0,No info,5228,21,6,2019,23,55,21,5,170
9372,Jet Airways,Banglore,New Delhi,1,No info,22270,1,3,2019,5,5,11,40,1045
9373,SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543,15,6,2019,12,0,9,45,135
9374,Jet Airways,Delhi,Cochin,2,No info,15129,18,5,2019,19,0,23,5,1195
9375,IndiGo,Delhi,Cochin,1,No info,6093,15,6,2019,21,0,6,40,860
9376,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,18,3,2019,20,20,14,5,375
9377,Multiple carriers,Delhi,Cochin,1,No info,7408,27,6,2019,21,0,9,0,720
9378,IndiGo,Kolkata,Banglore,1,No info,6534,24,5,2019,2,15,21,0,315
9379,Jet Airways,Delhi,Cochin,2,In-flight meal not included,13029,18,5,2019,4,25,5,30,1375
9380,Jet Airways,Banglore,Delhi,0,No info,8016,18,6,2019,10,10,7,10,180
9381,Air India,Mumbai,Hyderabad,1,No info,8528,12,3,2019,19,10,5,55,795
9382,Air India,Delhi,Cochin,2,No info,12760,6,6,2019,19,15,17,15,1560
9383,Air India,Delhi,Cochin,2,No info,12199,9,6,2019,19,15,17,15,1560
9384,Multiple carriers,Delhi,Cochin,1,No info,14067,21,5,2019,1,30,10,0,930
9385,Jet Airways,Banglore,Delhi,0,No info,8016,15,6,2019,20,45,17,45,180
9386,Air India,Kolkata,Banglore,0,No info,5510,3,5,2019,16,45,14,15,150
9387,Air India,Kolkata,Banglore,1,No info,6241,24,3,2019,14,35,14,35,1440
9388,Air India,Delhi,Cochin,1,No info,16142,3,3,2019,9,25,12,30,1255
9389,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10919,27,6,2019,12,35,14,35,1320
9390,IndiGo,Kolkata,Banglore,0,No info,4804,21,4,2019,0,5,21,25,160
9391,IndiGo,Delhi,Cochin,1,No info,6979,15,5,2019,21,0,11,25,575
9392,Air India,Delhi,Cochin,0,No info,6094,18,4,2019,17,10,14,10,180
9393,Air India,Banglore,Delhi,0,No info,5176,1,4,2019,19,45,17,0,165
9394,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,15136,6,3,2019,21,0,13,0,480
9395,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10031,24,3,2019,23,25,8,25,900
9396,Jet Airways,Delhi,Cochin,2,No info,12814,21,3,2019,18,50,5,25,2245
9397,Jet Airways,Kolkata,Banglore,1,No info,12681,1,4,2019,19,50,6,30,800
9398,Multiple carriers,Delhi,Cochin,1,No info,12402,21,3,2019,18,50,7,0,710
9399,Jet Airways,Kolkata,Banglore,1,No info,13759,24,3,2019,18,10,8,25,585
9400,SpiceJet,Chennai,Kolkata,0,No info,3597,18,6,2019,20,5,17,45,140
9401,Air Asia,Banglore,Delhi,0,No info,3383,21,5,2019,2,45,23,55,170
9402,Vistara,Banglore,Delhi,0,No info,4668,9,5,2019,12,35,9,45,170
9403,Jet Airways,Delhi,Cochin,2,No info,10929,21,3,2019,4,25,19,10,1995
9404,Vistara,Kolkata,Banglore,1,No info,9187,1,4,2019,10,45,17,0,1065
9405,Multiple carriers,Delhi,Cochin,1,No info,7530,3,6,2019,1,30,11,40,830
9406,Air India,Kolkata,Banglore,1,No info,8026,24,3,2019,13,40,9,10,270
9407,SpiceJet,Banglore,Delhi,0,No check-in baggage included,4319,9,4,2019,12,20,9,30,170
9408,Jet Airways,Delhi,Cochin,2,No info,13376,24,6,2019,4,25,14,35,830
9409,SpiceJet,Kolkata,Banglore,0,No info,4174,6,5,2019,11,25,9,0,145
9410,Vistara,Banglore,Delhi,0,No info,4668,27,5,2019,9,40,7,0,160
9411,Multiple carriers,Delhi,Cochin,1,No info,13062,21,3,2019,21,0,7,5,835
